title	authors	journal	year	pmid	pmcid	doi
Identification of severe acute pediatric asthma phenotypes using unsupervised machine learning.	Rogerson C, Nelson Sanchez-Pinto L, Gaston B, Wiehe S, Schleyer T, Tu W, Mendonca E.	Pediatric pulmonology	2024	39073377	PMC11601023	10.1002/ppul.27197
Mycobactin analogue interacting with siderophore efflux-pump protein: insights from molecular dynamics simulations and whole-cell assays.	Shyam M, Thakur A, Velez C, Daniel C, Acevedo O, Bhakta S, Jayaprakash V.	Frontiers in antibiotics	2024	39816270	PMC11731696	10.3389/frabi.2024.1362516
Multimodal Metaverse Healthcare: A Collaborative Representation and Adaptive Fusion Approach for Generative Artificial-Intelligence-Driven Diagnosis.	Lv J, Slowik A, Rani S, Kim BG, Chen CM, Kumari S, Li K, Lyu X, Jiang H.	Research (Washington, D.C.)	2025	40078668	PMC11899152	10.34133/research.0616
Machine learning models reveal distinct disease subgroups and improve diagnostic and prognostic accuracy for individuals with pathogenic SCN8A gain-of-function variants.	Hack JB, Watkins JC, Hammer MF.	Biology open	2024	38466077	PMC11070785	10.1242/bio.060286
Exploring Radiomics for Classification of Supraglottic Tumors: A Pilot Study in a Tertiary Care Center.	Rao D, Koteshwara P, Singh R, Jagannatha V.	Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India	2023	37275092	PMC10235219	10.1007/s12070-022-03239-2
Potential risk genes for primary Sjogren's syndrome from a meta-analysis by linear regression and random forest classification.	Cerdó T, Torres Moral T.	Genes & diseases	2024	38292168	PMC10825437	10.1016/j.gendis.2023.05.015
Abnormalities of cortical and subcortical spontaneous brain activity unveil mechanisms of disorders of consciousness and prognosis in patients with severe traumatic brain injury.	Li C, Chen P, Deng Y, Xia L, Wang X, Wei M, Wang X, Dong L, Zhang J.	International journal of clinical and health psychology : IJCHP	2024	39659957	PMC11629552	10.1016/j.ijchp.2024.100528
A Multibranch of Convolutional Neural Network Models for Electroencephalogram-Based Motor Imagery Classification.	Altuwaijri GA, Muhammad G.	Biosensors	2022	35049650	PMC8773854	10.3390/bios12010022
Intrusive Traumatic Re-Experiencing Domain: Functional Connectivity Feature Classification by the ENIGMA PTSD Consortium.	Suarez-Jimenez B, Lazarov A, Zhu X, Zilcha-Mano S, Kim Y, Marino CE, Rjabtsenkov P, Bavdekar SY, Pine DS, Bar-Haim Y, Larson CL, Huggins AA, Terri deRoon-Cassini, Tomas C, Fitzgerald J, Kennis M, Varkevisser T, Geuze E, Quidé Y, El Hage W, Wang X, O'Leary EN, Cotton AS, Xie H, Shih C, Disner SG, Davenport ND, Sponheim SR, Koch SBJ, Frijling JL, Nawijn L, van Zuiden M, Olff M, Veltman DJ, Gordon EM, May G, Nelson SM, Jia-Richards M, Neria Y, Morey RA.	Biological psychiatry global open science	2024	38298781	PMC10829610	10.1016/j.bpsgos.2023.05.006
A semi-supervised learning approach for COVID-19 detection from chest CT scans.	Zhang Y, Su L, Liu Z, Tan W, Jiang Y, Cheng C.	Neurocomputing	2022	35765410	PMC9221925	10.1016/j.neucom.2022.06.076
Point-of-care mobile digital microscopy and deep learning for the detection of soil-transmitted helminths and Schistosoma haematobium.	Holmström O, Linder N, Ngasala B, Mårtensson A, Linder E, Lundin M, Moilanen H, Suutala A, Diwan V, Lundin J.	Global health action	2017	28838305	PMC5645671	10.1080/16549716.2017.1337325
GridFree: a python package of imageanalysis for interactive grain counting and measuring.	Hu Y, Zhang Z.	Plant physiology	2021	34618106	PMC8331130	10.1093/plphys/kiab226
Image Analysis Using Machine Learning for Automated Detection of Hemoglobin H Inclusions in Blood Smears - A Method for Morphologic Detection of Rare Cells.	Lee SY, Chen CME, Lim EYP, Shen L, Sathe A, Singh A, Sauer J, Taghipour K, Yip CYC.	Journal of pathology informatics	2021	34221634	PMC8240546	10.4103/jpi.jpi_110_20
Spatially Aware Transformer Networks for Contextual Prediction of Diabetic Nephropathy Progression from Whole Slide Images.	Shickel B, Lucarelli N, Rao A, Yun D, Moon KC, Han SS, Sarder P.	Proceedings of SPIE--the International Society for Optical Engineering	2023	37818350	PMC10563813	10.1117/12.2655266
An Algorithm to Classify Real-World Ambulatory Status From a Wearable Device Using Multimodal and Demographically Diverse Data: Validation Study.	Popham S, Burq M, Rainaldi EE, Shin S, Dunn J, Kapur R.	JMIR biomedical engineering	2023	38875664	PMC11041455	10.2196/43726
Coevolution of the hepatitis C virus polyprotein sites in patients on combined pegylated interferon and ribavirin therapy.	Lara J, Xia G, Purdy M, Khudyakov Y.	Journal of virology	2011	21248044	PMC3067842	10.1128/jvi.02197-10
A short-term follow-up CT based radiomics approach to predict response to immunotherapy in advanced non-small-cell lung cancer.	Gong J, Bao X, Wang T, Liu J, Peng W, Shi J, Wu F, Gu Y.	Oncoimmunology	2022	35096486	PMC8794258	10.1080/2162402x.2022.2028962
Network-based drug sensitivity prediction.	Ahmed KT, Park S, Jiang Q, Yeu Y, Hwang T, Zhang W.	BMC medical genomics	2020	33371891	PMC7771088	10.1186/s12920-020-00829-3
Brain tumor segmentation based on region of interest-aided localization and segmentation U-Net.	Li S, Liu J, Song Z.	International journal of machine learning and cybernetics	2022	35378734	PMC8967694	10.1007/s13042-022-01536-4
Personalized prediction model for seizure-free epilepsy with levetiracetam therapy: a retrospective data analysis using support vector machine.	Zhang JH, Han X, Zhao HW, Zhao D, Wang N, Zhao T, He GN, Zhu XR, Zhang Y, Han JY, Huang DL.	British journal of clinical pharmacology	2018	30043454	PMC6177722	10.1111/bcp.13720
A machine learning approach to predict response to immunotherapy in type 1 diabetes.	Fousteri G, Rodrigues EM, Giamporcaro GM, Falcone M.	Cellular & molecular immunology	2021	33318626	PMC8027390	10.1038/s41423-020-00594-4
Random forest machine learning method outperforms prehospital National Early Warning Score for predicting one-day mortality: A retrospective study.	Pirneskoski J, Tamminen J, Kallonen A, Nurmi J, Kuisma M, Olkkola KT, Hoppu S.	Resuscitation plus	2020	34223321	PMC8244434	10.1016/j.resplu.2020.100046
Multi‑omics identification of a novel signature for serous ovarian carcinoma in the context of 3P medicine and based on twelve programmed cell death patterns: a multi-cohort machine learning study.	Ye L, Long C, Xu B, Yao X, Yu J, Luo Y, Xu Y, Jiang Z, Nian Z, Zheng Y, Cai Y, Xue X, Guo G.	Molecular medicine (Cambridge, Mass.)	2025	39773329	PMC11707953	10.1186/s10020-024-01036-x
Imaging-Based Biomarkers Predict Programmed Death-Ligand 1 and Survival Outcomes in Advanced NSCLC Treated With Nivolumab and Pembrolizumab: A Multi-Institutional Study.	Yolchuyeva S, Giacomazzi E, Tonneau M, Lamaze F, Orain M, Coulombe F, Malo J, Belkaid W, Routy B, Joubert P, Manem VSK.	JTO clinical and research reports	2023	38124790	PMC10730368	10.1016/j.jtocrr.2023.100602
Machine Learned Cellular Phenotypes in Cardiomyopathy Predict Sudden Death.	Rogers AJ, Selvalingam A, Alhusseini MI, Krummen DE, Corrado C, Abuzaid F, Baykaner T, Meyer C, Clopton P, Giles W, Bailis P, Niederer S, Wang PJ, Rappel WJ, Zaharia M, Narayan SM.	Circulation research	2021	33167779	PMC7855939	10.1161/circresaha.120.317345
Development and validation of a machine learning-based nomogram for prediction of intrahepatic cholangiocarcinoma in patients with intrahepatic lithiasis.	Shen X, Zhao H, Jin X, Chen J, Yu Z, Ramen K, Zheng X, Wu X, Shan Y, Bai J, Zhang Q, Zeng Q.	Hepatobiliary surgery and nutrition	2021	35004943	PMC8683924	10.21037/hbsn-20-332
Lupus nephritis or not? A simple and clinically friendly machine learning pipeline to help diagnosis of lupus nephritis.	Wang DC, Xu WD, Wang SN, Wang X, Leng W, Fu L, Liu XY, Qin Z, Huang AF.	Inflammation research : official journal of the European Histamine Research Society ... [et al.]	2023	37300586	PMC10257380	10.1007/s00011-023-01755-7
Interpretable machine learning model for predicting clinically significant prostate cancer: integrating intratumoral and peritumoral radiomics with clinical and metabolic features.	Zhao W, Hou M, Wang J, Song D, Niu Y.	BMC medical imaging	2024	39736623	PMC11684284	10.1186/s12880-024-01548-2
Applying Machine Learning to Workers' Compensation Data to Identify Industry-Specific Ergonomic and Safety Prevention Priorities: Ohio, 2001 to 2011.	Meyers AR, Al-Tarawneh IS, Wurzelbacher SJ, Bushnell PT, Lampl MP, Bell JL, Bertke SJ, Robins DC, Tseng CY, Wei C, Raudabaugh JA, Schnorr TM.	Journal of occupational and environmental medicine	2018	28953071	PMC5868484	10.1097/jom.0000000000001162
Alzheimer's disease classification by supervised and intelligent techniques.	Mohamed Amine J, Mourad M, Alzheimer's Disease Neuroimaging Initiative (ADNI).	Journal of Alzheimer's disease reports	2025	40034511	PMC11864258	10.1177/25424823241311838
Segmentation and Volume Estimation of the Habenula Using Deep Learning in Patients With Depression.	Kyuragi Y, Oishi N, Hatakoshi M, Hirano J, Noda T, Yoshihara Y, Ito Y, Igarashi H, Miyata J, Takahashi K, Kamiya K, Matsumoto J, Okada T, Fushimi Y, Nakagome K, Mimura M, Murai T, Suwa T.	Biological psychiatry global open science	2024	38726037	PMC11078767	10.1016/j.bpsgos.2024.100314
Anti-Dengue: A Machine Learning-Assisted Prediction of Small Molecule Antivirals against Dengue Virus and Implications in Drug Repurposing.	Gautam S, Thakur A, Rajput A, Kumar M.	Viruses	2023	38257744	PMC10818795	10.3390/v16010045
Classification of Sputum Sounds Using Artificial Neural Network and Wavelet Transform.	Shi Y, Wang G, Niu J, Zhang Q, Cai M, Sun B, Wang D, Xue M, Zhang XD.	International journal of biological sciences	2018	29989104	PMC6036751	10.7150/ijbs.23855
Deep Learning for Ultrasound Image Formation: CUBDL Evaluation Framework and Open Datasets.	Hyun D, Wiacek A, Goudarzi S, Rothlubbers S, Asif A, Eickel K, Eldar YC, Huang J, Mischi M, Rivaz H, Sinden D, van Sloun RJG, Strohm H, Bell MAL.	IEEE transactions on ultrasonics, ferroelectrics, and frequency control	2021	34224351	PMC8818124	10.1109/tuffc.2021.3094849
Artificial intelligence improves the accuracy of residents in the diagnosis of hip fractures: a multicenter study.	Sato Y, Takegami Y, Asamoto T, Ono Y, Hidetoshi T, Goto R, Kitamura A, Honda S.	BMC musculoskeletal disorders	2021	33941145	PMC8091525	10.1186/s12891-021-04260-2
Development and use of machine learning models for prediction of male sling success A proof-of-concept institutional evaluation.	Kim JK, McCammon KA, Kim KJ, Rickard M, Lorenzo AJ, Chua ME.	Canadian Urological Association journal = Journal de l'Association des urologues du Canada	2023	37494315	PMC10581726	10.5489/cuaj.8265
Weighted average ensemble-based semantic segmentation in biological electron microscopy images.	Shaga Devan K, Kestler HA, Read C, Walther P.	Histochemistry and cell biology	2022	35988009	PMC9630254	10.1007/s00418-022-02148-3
Construction of a 5-feature gene model by support vector machine for classifying osteoporosis samples.	Hu M, Zou L, Lu J, Yang Z, Chen Y, Xu Y, Sun C.	Bioengineered	2021	34622712	PMC8806423	10.1080/21655979.2021.1971026
A pairwise radiomics algorithm-lesion pair relation estimation model for distinguishing multiple primary lung cancer from intrapulmonary metastasis.	Chen TF, Yang L, Chen HB, Zhou ZG, Wu ZT, Luo HH, Li Q, Zhu Y.	Precision clinical medicine	2023	38024138	PMC10662663	10.1093/pcmedi/pbad029
Non-invasive prediction of fetal growth restriction by whole-genome promoter profiling of maternal plasma DNA: a nested case-control study.	Xu C, Guo Z, Zhang J, Lu Q, Tian Q, Liu S, Li K, Wang K, Tao Z, Li C, Lv Z, Zhang Z, Yang X, Yang F.	BJOG : an international journal of obstetrics and gynaecology	2021	32364311	PMC7818264	10.1111/1471-0528.16292
Application of machine learning algorithm incorporating dietary intake in prediction of gestational diabetes mellitus.	Ding T, Liu P, Jia J, Wu H, Zhu J, Yang K.	Endocrine connections	2024	39393404	PMC11623027	10.1530/ec-24-0169
Predictive value of peripheral blood indicators plus procalcitonin clearance rate for mortality in cancer patients with sepsis.	Zhu T, Tian B, Wang L.	American journal of cancer research	2024	39803656	PMC11711536	10.62347/nkol2327
A modeling study by response surface methodology and artificial neural network on culture parameters optimization for thermostable lipase production from a newly isolated thermophilic Geobacillus sp. strain ARM.	Ebrahimpour A, Abd Rahman RN, Ean Ch'ng DH, Basri M, Salleh AB.	BMC biotechnology	2008	19105837	PMC2637859	10.1186/1472-6750-8-96
BiPSTP: Sequence feature encoding method for identifying different RNA modifications with bidirectional position-specific trinucleotides propensities.	Wang M, Ali H, Xu Y, Xie J, Xu S.	The Journal of biological chemistry	2024	38447795	PMC10997841	10.1016/j.jbc.2024.107140
A new artificial intelligence system successfully detects and localises early neoplasia in Barrett's esophagus by using convolutional neural networks.	Hussein M, González-Bueno Puyal J, Lines D, Sehgal V, Toth D, Ahmad OF, Kader R, Everson M, Lipman G, Fernandez-Sordo JO, Ragunath K, Esteban JM, Bisschops R, Banks M, Haefner M, Mountney P, Stoyanov D, Lovat LB, Haidry R.	United European gastroenterology journal	2022	35521666	PMC9278593	10.1002/ueg2.12233
Machine learning identifies a 5-serum cytokine panel for the early detection of chronic atrophy gastritis patients.	An F, Ge Y, Ye W, Ji L, Chen K, Wang Y, Zhang X, Dong S, Shen Y, Zhao J, Gao X, Junankar S, Chan RB, Christodoulou D, Wen W, Lu P, Zhan Q.	Cancer biomarkers : section A of Disease markers	2024	39269824	PMC11495322	10.3233/cbm-240023
Electrocardiogram-based mortality prediction in patients with COVID-19 using machine learning.	van de Leur RR, Bleijendaal H, Taha K, Mast T, Gho JMIH, Linschoten M, van Rees B, Henkens MTHM, Heymans S, Sturkenboom N, Tio RA, Offerhaus JA, Bor WL, Maarse M, Haerkens-Arends HE, Kolk MZH, van der Lingen ACJ, Selder JJ, Wierda EE, van Bergen PFMM, Winter MM, Zwinderman AH, Doevendans PA, van der Harst P, Pinto YM, Asselbergs FW, van Es R, Tjong FVY, CAPACITY-COVID collaborative consortium.	Netherlands heart journal : monthly journal of the Netherlands Society of Cardiology and the Netherlands Heart Foundation	2022	35301688	PMC8929464	10.1007/s12471-022-01670-2
Exploring convolutional neural networks for drug-drug interaction extraction.	Suárez-Paniagua V, Segura-Bedmar I, Martínez P.	Database : the journal of biological databases and curation	2017	28605776	PMC5467573	10.1093/database/bax019
Radiomics Analysis of Computed Tomography for Prediction of Thyroid Capsule Invasion in Papillary Thyroid Carcinoma: A Multi-Classifier and Two-Center Study.	Wu X, Yu P, Jia C, Mao N, Che K, Li G, Zhang H, Mou Y, Song X.	Frontiers in endocrinology	2022	35692398	PMC9174423	10.3389/fendo.2022.849065
A brainnetome atlas-based methamphetamine dependence identification using neighborhood component analysis and machine learning on functional MRI data.	Zhou Y, Tang J, Sun Y, Yang WFZ, Ma Y, Wu Q, Chen S, Wang Q, Hao Y, Wang Y, Li M, Liu T, Liao Y.	Frontiers in cellular neuroscience	2022	36238830	PMC9550874	10.3389/fncel.2022.958437
Hybrid PSO-SVM algorithm for Covid-19 screening and quantification.	Sheela MS, Arun CA.	International journal of information technology : an official journal of Bharati Vidyapeeth's Institute of Computer Applications and Management	2022	35036828	PMC8752331	10.1007/s41870-021-00856-y
Machine Learning-Assisted Ensemble Analysis for the Prediction of Acute Pancreatitis with Acute Kidney Injury.	Yang Y, Xiao W, Liu X, Zhang Y, Jin X, Li X.	International journal of general medicine	2022	35607360	PMC9123915	10.2147/ijgm.s361330
Radiomics analysis to predict pulmonary nodule malignancy using machine learning approaches.	Warkentin MT, Al-Sawaihey H, Lam S, Liu G, Diergaarde B, Yuan JM, Wilson DO, Atkar-Khattra S, Grant B, Brhane Y, Khodayari-Moez E, Murison KR, Tammemagi MC, Campbell KR, Hung RJ.	Thorax	2024	38195644	PMC10947877	10.1136/thorax-2023-220226
