title	authors	journal	year	pmid	pmcid	doi
A Survey on Artificial Intelligence in Posture Recognition.	Jiang X, Hu Z, Wang S, Zhang Y.	Computer modeling in engineering & sciences : CMES	2023	37153533	PMC7614502	10.32604/cmes.2023.027676
Management of Gastrointestinal Neuroendocrine Tumors.	Wang R, Zheng-Pywell R, Chen HA, Bibb JA, Chen H, Rose JB.	Clinical medicine insights. Endocrinology and diabetes	2019	31695546	PMC6820165	10.1177/1179551419884058
Using big data for evaluating development outcomes: A systematic map.	Rathinam F, Khatua S, Siddiqui Z, Malik M, Duggal P, Watson S, Vollenweider X.	Campbell systematic reviews	2021	37051451	PMC8354555	10.1002/cl2.1149
A Strategic Research Framework for Defeating Diabetes in India: A 21st-Century Agenda.	Narayan KMV, Varghese JS, Beyh YS, Bhattacharyya S, Khandelwal S, Krishnan GS, Siegel KR, Thomas T, Kurpad AV.	Journal of the Indian Institute of Science	2023	37362852	PMC10029804	10.1007/s41745-022-00354-5
The right tools for the job: the central role for next generation chemical probes and chemistry-based target deconvolution methods in phenotypic drug discovery.	Jörg M, Madden KS.	RSC medicinal chemistry	2021	34124668	PMC8152813	10.1039/d1md00022e
Consensus Statement on Ethical & Safety Practices for Conducting Digital Monitoring Studies with People at Risk of Suicide and Related Behaviors.	Nock MK, Kleiman EM, Abraham M, Bentley KH, Brent DA, Buonopane RJ, Castro-Ramirez F, Cha CB, Dempsey W, Draper J, Glenn CR, Harkavy-Friedman J, Hollander MR, Huffman JC, Lee HIS, Millner AJ, Mou D, Onnela JP, Picard RW, Quay HM, Rankin O, Sewards S, Torous J, Wheelis J, Whiteside U, Siegel G, Ordóñez AE, Pearson JL.	Psychiatric research and clinical practice	2021	34414359	PMC8372411	10.1176/appi.prcp.20200029
Current developments and trends in quantum crystallography.	Krawczuk A, Genoni A.	Acta crystallographica Section B, Structural science, crystal engineering and materials	2024	38888407	PMC11301899	10.1107/s2052520624003421
Do We Need New Electrocardiographic Criteria for Left Ventricular Hypertrophy? The Case of the Peguero-Lo Presti Criterion. A Narrative Review.	Faggiano A, Gherbesi E, Tadic M, Carugo S, Grassi G, Cuspidi C.	American journal of hypertension	2024	38112655	PMC10906064	10.1093/ajh/hpad117
Fast radio bursts.	Petroff E, Hessels JWT, Lorimer DR.	The astronomy and astrophysics review	2019	39544369	PMC11557685	10.1007/s00159-019-0116-6
Investigation of the impacts of simple electrolytes and hydrotrope on the interaction of ceftriaxone sodium with cetylpyridinium chloride at numerous study temperatures.	Islam MN, Rub MA, Alotaibi MM, Joy MTR, Jahan I, Mahbub S, Rana S, Kumar D, Alfakeer M, Asiri AM, Hoque MA, Kabir SE.	Chemicke zvesti	2023	37362789	PMC10199299	10.1007/s11696-023-02856-7
e-PTSD: an overview on how new technologies can improve prediction and assessment of Posttraumatic Stress Disorder (PTSD).	Bourla A, Mouchabac S, El Hage W, Ferreri F.	European journal of psychotraumatology	2018	29441154	PMC5804808	10.1080/20008198.2018.1424448
Developing technology-based interventions for infectious diseases: ethical considerations for young sexual and gender minority people.	Cascalheira CJ, Pugh TH, Hong C, Birkett M, Macapagal K, Holloway IW.	Frontiers in reproductive health	2023	38169805	PMC10759218	10.3389/frph.2023.1303218
Obstetrical complications and chronic health along the life course: What we know, what we don't, and where we go from here?	Grandi SM, Ananth CV.	Paediatric and perinatal epidemiology	2024	38536736	PMC10977650	10.1111/ppe.13074
Analysis of the ketosynthase-chain length factor heterodimer from the fredericamycin polyketide synthase.	Szu PH, Govindarajan S, Meehan MJ, Das A, Nguyen DD, Dorrestein PC, Minshull J, Khosla C.	Chemistry & biology	2011	21867917	PMC3172819	10.1016/j.chembiol.2011.07.015
Exploring Health Providers' Perspective Regarding the Needs of Adolescent Mothers During Breastfeeding: A Qualitative Study.	Yas A, Karimi FZ, Moghri J, Heydari A, Khadivzadeh T.	International journal of community based nursing and midwifery	2024	38650956	PMC11032419	10.30476/ijcbnm.2024.101381.2417
Building ADMISSION - A research collaborative to transform understanding of multiple long-term conditions for people admitted to hospital.	Witham MD, Bartle V, Bellass S, Bunn JG, Cartner D, Cordell HJ, Doal R, Evison F, Gallier S, Harris S, Hillman SJ, Holding R, Leroux P, Marshall T, Matthews FE, Missier P, Nair A, Osman M, Pearson ER, Plummer C, Pretorius S, Richardson SJ, Robinson SM, Sapey E, Scharf T, Shah R, Shahmandi M, Singer M, Suklan J, Wason JM, Cooper R, Sayer AA.	Journal of multimorbidity and comorbidity	2025	39896928	PMC11787725	10.1177/26335565251317940
Functional annotation map of natural compounds in traditional Chinese medicines library: TCMs with myocardial protection as a case.	Xing X, Sun M, Guo Z, Zhao Y, Cai Y, Zhou P, Wang H, Gao W, Li P, Yang H.	Acta pharmaceutica Sinica. B	2023	37719385	PMC10502289	10.1016/j.apsb.2023.06.002
Smartphone applications to support weight loss: current perspectives.	Pellegrini CA, Pfammatter AF, Conroy DE, Spring B.	Advanced health care technologies	2015	26236766	PMC4520704	10.2147/ahct.s57844
Transmission of Acceleration From a Synchronous Vibration Exercise Platform to the Head During Dynamic Squats.	Caryn RC, Dickey JP.	Dose-response : a publication of International Hormesis Society	2019	30833873	PMC6393836	10.1177/1559325819827467
Correction and calibration of atmospheric impact observations in GOES GLM data.	Morris RL, Smith JC, Dotson JL, Stern EC, Longenbaugh RS.	Meteoritics & planetary science	2022	37064547	PMC10099589	10.1111/maps.13926
Neonatal infection produces significant changes in immune function with no associated learning deficits in juvenile rats.	Osborne BF, Caulfield JI, Solomotis SA, Schwarz JM.	Developmental neurobiology	2017	28719141	PMC5777507	10.1002/dneu.22512
Default Mode Network Maturation and Environmental Adversities During Childhood.	Rebello K, Moura LM, Pinaya WHL, Rohde LA, Sato JR.	Chronic stress (Thousand Oaks, Calif.)	2018	32440587	PMC7219900	10.1177/2470547018808295
New techniques for studying neurodevelopment.	Escalante A, González-Martínez R, Herrera E.	Faculty reviews	2020	33659949	PMC7886075	10.12703/r/9-17
Topological data analysis of antibody dynamics of severe and non-severe patients with COVID-19.	Blanco-Rodríguez R, Ordoñez-Jiménez F, Almocera AES, Chinney-Herrera G, Hernandez-Vargas E.	Mathematical biosciences	2023	37149125	PMC10159681	10.1016/j.mbs.2023.109011
Improving Perioperative Handoffs: Moving Beyond Standardized Checklists and Protocols.	Abraham J, Rosen M, Greilich PE.	Joint Commission journal on quality and patient safety	2023	37353400	PMC10754391	10.1016/j.jcjq.2023.05.002
Collecting patient-reported outcomes for the assessment of interventions for pain conditions: Development, accuracy and usability of a customizable mobile app.	Martin BI, Conger A, Burnham T, Finch D, McCormick ZL.	Interventional pain medicine	2024	39502905	PMC11536289	10.1016/j.inpm.2024.100427
Data-Driven Methods for Advancing Precision Oncology.	Nedungadi P, Iyer A, Gutjahr G, Bhaskar J, Pillai AB.	Current pharmacology reports	2018	33520605	PMC7845924	10.1007/s40495-018-0127-4
Solid-state NMR spectroscopy.	Reif B, Ashbrook SE, Emsley L, Hong M.	Nature reviews. Methods primers	2021	34368784	PMC8341432	10.1038/s43586-020-00002-1
Regression-based normative data for the D-KEFS Color-Word Interference Test in Norwegian adults ages 20-85.	Espenes J, Lorentzen IM, Eliassen IV, Hessen E, Waterloo K, Timón-Reina S, Fladby T, Walhovd KB, Fjell AM, Kirsebom BE.	The Clinical neuropsychologist	2024	37974044	PMC11225949	10.1080/13854046.2023.2276967
High-throughput solutions in tumor organoids: from culture to drug screening.	Zuo J, Fang Y, Wang R, Liang S.	Stem cells (Dayton, Ohio)	2025	39460616	PMC11811636	10.1093/stmcls/sxae070
Developments in Advance Care Planning in Australia: Potential Opportunities and Roadblocks for an Increasingly Digital World.	Haining CM.	Journal of bioethical inquiry	2024	39441332	PMC11882655	10.1007/s11673-024-10396-2
Constrained Maximum Likelihood Estimation of Relative Abundances of Protein Conformation in a Heterogeneous Mixture from Small Angle X-Ray Scattering Intensity Measurements.	Onuk AE, Akcakaya M, Bardhan JP, Erdogmus D, Brooks DH, Makowski L.	IEEE transactions on signal processing : a publication of the IEEE Signal Processing Society	2015	26924916	PMC4767180	10.1109/tsp.2015.2455515
Deconstructing the germinal center, one cell at a time.	Dufaud CR, McHeyzer-Williams LJ, McHeyzer-Williams MG.	Current opinion in immunology	2017	28319730	PMC5449228	10.1016/j.coi.2017.03.007
Clinical, legal and ethical implications of coercion and compulsory treatment in eating disorders: do rapid review findings identify clear answers or more muddy waters?	Touyz S, Aouad P, Carney T, Ong SH, Yager J, Newton R, Hay P, Maguire S, Bryant E.	Journal of eating disorders	2024	39425146	PMC11490133	10.1186/s40337-024-01120-x
Same-Day Access for Head and Neck Cancer: Effect on Patient Outcome and Quality-Related Benchmarks.	Chen AM.	Journal of patient experience	2025	39839487	PMC11748145	10.1177/23743735251314652
The development of antiretroviral therapy and its impact on the HIV-1/AIDS pandemic.	Broder S.	Antiviral research	2010	20018391	PMC2815149	10.1016/j.antiviral.2009.10.002
Image-based profiling for drug discovery: due for a machine-learning upgrade?	Chandrasekaran SN, Ceulemans H, Boyd JD, Carpenter AE.	Nature reviews. Drug discovery	2021	33353986	PMC7754181	10.1038/s41573-020-00117-w
Annual Meeting of the Canadian Association for the Study of the Liver (CASL), the Canadian Network on Hepatitis C (CANHEPC) and the Canadian Association of Hepatology Nurses (CAHN) 2024 Abstracts.		Canadian liver journal	2024	38505785	PMC10946187	10.3138/canlivj-7.1-abst
Beliefs about the body and pain: the critical role in musculoskeletal pain management.	Caneiro JP, Bunzli S, O'Sullivan P.	Brazilian journal of physical therapy	2021	32616375	PMC7817871	10.1016/j.bjpt.2020.06.003
Ambient-task combined lighting to regulate autonomic and psychomotor arousal levels without compromising subjective comfort to lighting.	Hayano J, Ueda N, Kisohara M, Yoshida Y, Yuda E.	Journal of physiological anthropology	2021	34372917	PMC8353805	10.1186/s40101-021-00258-w
Roots to the rescue: how plants harness hydraulic redistribution to survive drought across contrasting soil textures.	Sha S, Cai G, Liu S, Ahmed MA.	Advanced biotechnology	2024	39883311	PMC11740851	10.1007/s44307-024-00050-8
The Interplay Between Coagulation and Inflammation Pathways in COVID-19-Associated Respiratory Failure: A Narrative Review.	Bhattacharyya R, Iyer P, Phua GC, Lee JH.	Pulmonary therapy	2020	32844302	PMC7446744	10.1007/s41030-020-00126-5
Music as an Evolved Tool for Socio-Affective Fiction.	Trevor C, Frühholz S.	Emotion review : journal of the International Society for Research on Emotion	2024	39101012	PMC11294008	10.1177/17540739241259562
Imagine, Discover, Inspire: Proceedings of the 4th International Conference of the Trisomy 21 Research Society.	Flores-Aguilar L, Hamlett ED, Araya P, Barone E, Bhattacharyya A, Carmona-Iragui M, Chan L, Christian B, Costa ACS, Costanzo F, Del Hoyo Soriano L, Dierssen M, Eichler EE, Fisher E, Galbraith M, Ghosh S, Gimenez S, Guedj F, Guidi S, Iulita MF, Mobley W, Pelleri MC, Potier MC, Rabin KR, Rachubinski A, Rebillat AS, Rubenstein E, Saternos H, Sordo L, Strydom A, Valle-Tamayo N, Waugh KA, Yu E, Zeldich E, Busciglio J, Head E.	Neuromolecular medicine	2025	39756004	PMC11700910	10.1007/s12017-024-08824-y
Gamification in Biomedical Science Education: The Successful Implementation of Resimion, a Scenario-Based Learning Tool.	May JE, Anderson E, Clark D, Hull J.	British journal of biomedical science	2023	37849690	PMC10577182	10.3389/bjbs.2023.11756
The NBER Orange Book Dataset: A user's guide.	Durvasula M, Hemphill CS, Ouellette LL, Sampat B, Williams HL.	Research policy	2023	38130474	PMC10731339	10.1016/j.respol.2023.104791
Artificial intelligence, radiology, precision medicine, and personalized medicine.	Leite CDC.	Radiologia brasileira	2019	32047342	PMC7007059	10.1590/0100-3984.2019.52.6e2
Evaluating the Implementation of Automated Malaria Rapid Diagnostic Test Readers in Health Facilities in the Democratic Republic of Congo: Process, Challenges, and Lessons Learned.	Karemere J, Tshikamba E, Mukomena E, Kamwanya C, Guech A, Humes M, Yé Y.	The American journal of tropical medicine and hygiene	2025	39437775	PMC11720685	10.4269/ajtmh.23-0670
Engineering Genetic Predisposition in Human Neuroepithelial Stem Cells Recapitulates Medulloblastoma Tumorigenesis.	Huang M, Tailor J, Zhen Q, Gillmor AH, Miller ML, Weishaupt H, Chen J, Zheng T, Nash EK, McHenry LK, An Z, Ye F, Takashima Y, Clarke J, Ayetey H, Cavalli FMG, Luu B, Moriarity BS, Ilkhanizadeh S, Chavez L, Yu C, Kurian KM, Magnaldo T, Sevenet N, Koch P, Pollard SM, Dirks P, Snyder MP, Largaespada DA, Cho YJ, Phillips JJ, Swartling FJ, Morrissy AS, Kool M, Pfister SM, Taylor MD, Smith A, Weiss WA.	Cell stem cell	2019	31204176	PMC6731167	10.1016/j.stem.2019.05.013
Artificial intelligence in healthcare: past, present and future.	Jiang F, Jiang Y, Zhi H, Dong Y, Li H, Ma S, Wang Y, Dong Q, Shen H, Wang Y.	Stroke and vascular neurology	2017	29507784	PMC5829945	10.1136/svn-2017-000101
Orthopaedic surgeons display a positive outlook towards artificial intelligence: A survey among members of the AGA Society for Arthroscopy and Joint Surgery.	Rupp MC, Moser LB, Hess S, Angele P, Aurich M, Dyrna F, Nehrer S, Neubauer M, Pawelczyk J, Izadpanah K, Zellner J, Niemeyer P, AGA‐Komitee Innovation und Translation.	Journal of experimental orthopaedics	2024	38974054	PMC11227606	10.1002/jeo2.12080
Protocol for a randomised controlled feasibility trial of exercise rehabilitation for people with postural tachycardia syndrome: the PULSE study.	McGregor G, Hee SW, Eftekhari H, Holliday N, Pearce G, Sandhu H, Simmonds J, Joshi S, Kavi L, Bruce J, Panikker S, Lim B, Hayat S.	Pilot and feasibility studies	2020	33083000	PMC7569199	10.1186/s40814-020-00702-1
Eosinophilic oesophagitis endotype classification by molecular, clinical, and histopathological analyses: a cross-sectional study.	Shoda T, Wen T, Aceves SS, Abonia JP, Atkins D, Bonis PA, Caldwell JM, Capocelli KE, Carpenter CL, Collins MH, Dellon ES, Eby MD, Gonsalves N, Gupta SK, Falk GW, Hirano I, Menard-Katcher P, Kuhl JT, Krischer JP, Leung J, Mukkada VA, Spergel JM, Trimarchi MP, Yang GY, Zimmermann N, Furuta GT, Rothenberg ME, Consortium of Eosinophilic Gastrointestinal Disease Researchers (CEGIR).	The lancet. Gastroenterology & hepatology	2018	29730081	PMC5997568	10.1016/s2468-1253(18)30096-7
Desflurane impairs outcome of organotypic hippocampal slices in an <i>in vitro</i> model of traumatic brain injury.	Krings M, Höllig A, Liu J, Grüsser L, Rossaint R, Coburn M.	Medical gas research	2016	27826417	PMC5075680	10.4103/2045-9912.179338
Exploring the use of knobology for image optimisation in final year sonography students.	Mallard S, Kennedy N, Najafzadeh Abriz A, Quinton A.	Ultrasound (Leeds, England)	2022	36969539	PMC10034655	10.1177/1742271x211053029
Integrative Approaches for microRNA Target Prediction: Combining Sequence Information and the Paired mRNA and miRNA Expression Profiles.	Naifang S, Minping Q, Minghua D.	Current bioinformatics	2013	23467572	PMC3583062	10.2174/1574893611308010008
SARS-CoV-2 and COVID-19: What are our options? Where should we focus our attention on to find new drugs and strategies?	Magro G.	Travel medicine and infectious disease	2020	32334088	PMC7175862	10.1016/j.tmaid.2020.101685
Clinical applications of Scheimpflug imaging in cataract surgery.	Grewal DS, Grewal SP.	Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society	2012	23960965	PMC3729842	10.1016/j.sjopt.2011.11.001
Future Directions in Coronary CT Angiography: CT-Fractional Flow Reserve, Plaque Vulnerability, and Quantitative Plaque Assessment.	Kay FU, Canan A, Abbara S.	Korean circulation journal	2020	31960635	PMC7043962	10.4070/kcj.2019.0315
